cluster,profissao,count
2,Trabalhador/ Superv Atividades,1
2,Trabalhador/ Supervisor De Ati,1
2,Trabalhador/Assistente Ii,1
2,Trabalhador/Assitente Ii,1
2,Trabalhador/Chefe Ii,1
2,Trabalhador/Subgerencia Iii,1
2,Trabalhador/Subgerente,1
2,Trabalhador/Subgrente Iv,1
2,Trabalhador/Supervisor,1
2,Trabalhor,1
2,Tratador De Animais,1
2,Técnico,1
2,Técnico De Enfermagem,1
2,Técnico De Laboratorio Lei 794,1
2,Técnico De Laboratório,1
2,Técnico De Radiologia,1
3,Aposentada,241
3,Aux De Enfermagem 2º Grau,185
3,Aux. De Enfermagem,88
3,Aux De Enfermagem,79
3,Auxiliar De Enfermagem,70
3,Agente De Administração,67
3,Aposentado,64
3,Ag De Administração,52
3,Agente De Vigilancia,44
3,Agente De Portaria,40
3,Agente De Educação Infantil,35
3,Ag. De Educação Infantil,26
3,Aux De Enfermagem 1º Grau,24
3,Ag. De Administração,20
3,Ag. De Vigilancia,19
3,Ag De Educação Infantil,17
3,Agente Administrativo,16
3,Aux. De Enfermagem 2º Grau,15
3,Agente Educador Ii,14
3,Ag. De Portaria,12
3,Art. De Alvenaria E Pintura,12
3,Agente Comunitario,11
3,Agente Comunitario Nivel Ii,11
3,Art De Alvenaria E Pintura,11
3,Aux. De Enf.,11
3,Ag De Portaria,10
3,Agente Auxiliar De Administraç,9
3,Art De Pav E Pedreira,9
3,Aux. De Enfermagem - 2º Grau,9
3,Auxiliar De Enfermagem 2º Grau,9
3,Ag Comunitario Nivel Ii (Qs),8
3,Art De Pavimentação E Pedreira,8
3,Aux De Enfermagem 2ª Grau,8
3,Auxiliar De Enfermagem 2° Grau,8
3,Ag Comunitario,7
3,Ag. Aux. De Administração,7
3,Agente De Administraçao,7
3,Art De Mecanica,7
3,Ascensorista,7
3,Aux. Creche,7
3,Ag. Adm.,6
3,Agente De Administracao,6
3,Agente De Material,6
3,Ajudante De Eletricista,6
3,Art. De Pavimentação E Pedreir,6
3,Assistente Social,6
3,Ag Administração,5
3,Ag Aux De Administração,5
3,Ag De Vigilancia,5
3,Ag Educação Infantil,5
3,Ag. Administração,5
3,Ag. Comunitario,5
3,Ag. Comunitario Nivel Ii,5
3,Art De Alv E Pintura,5
3,Art De Jardim E Arboricultura,5
3,Art. De Mecanica,5
3,Assist. Adm.,5
3,Aux. Op. Serv. Div.,5
3,Aux.De Enfermagem,5
3,Ag Comunitario Nivel I (Qs),4
3,Ag. Adm,4
3,Ag. Administrativo,4
3,Ag. Aux De Administração,4
3,Ag. De Adm.,4
3,Agente Aux. De Creche,4
3,Agente Auxiliar De Administrac,4
3,Agente Comunitario Nivel I,4
3,Agente Comunitário Nivel Ii,4
3,Agente De Adm.,4
3,Agente De Administracão,4
3,Agente De Documentação Medica,4
3,Agente De Vigilância,4
3,Art De Cozinha,4
3,Art. De Jardim E Arboricultura,4
3,Art. De Pav. E Pedreira,4
3,Ass. Admin.,4
3,Aux De Enfermagem 2° Grau,4
3,Aux De Enfermagem 2ºgrau,4
3,Aux. De Enfermagem 1º Grau,4
3,Aux. De Serviços De Saude,4
3,Aux.Operac.Serv. Diversos,4
3,Auxiliar Operacional,4
3,Ag Aux De Creche,3
3,Ag. Admin,3
3,Ag. Comunitario Nivel I,3
3,Ag. De Administraçao,3
3,Ag. Vigilancia,3
3,Agente Aux De Administração,3
3,Agente Aux. De Adm.,3
3,Agente Aux. De Administração,3
3,Agente Comunitario Nivel Ii (Q,3
3,Agente Executivo,3
3,Animador Cultural,3
3,Armazenista (Rioluz),3
3,Art De Carp E Marcenaria,3
3,Art. De Cozinha,3
3,Art. De Eletricidade,3
3,Art. De Est. De Obras De Metal,3
3,Ass. Administrativo,3
3,Assist. Administracao,3
3,Aux De Controle De Endemias,3
3,Aux De Serv Gerais,3
3,Aux De Serviços De Veterinaria,3
3,Aux. De Creche,3
3,Aux. Op. Serv. Diversos,3
3,Aux. Operac. Serv. Div.,3
3,Aux. Operacional,3
3,Aux. Serv. Gerais,3
3,Aux.Creche,3
3,Auxi De Enfermagem,3
3,Auxiliar De Enfermagem - 2º Gr,3
3,Auxiliar De Serviços De Saúde,3
3,Adjunto,2
3,Administrador,2
3,Ag Adm,2
3,Ag Aux De Adm,2
3,Ag Aux De Administracao,2
3,Ag Aux De Administraçao,2
3,Ag Comunitario Nivel Ii,2
3,Ag De Administraçao,2
3,Ag. Comunitario Nivel Ii (Qs),2
3,Ag. De Administração / Gerente,2
3,Ag. De Doc. Medica,2
3,Ag. De Ed. Infantil,2
3,Ag. De Material,2
3,Ag. De Vig.,2
3,Ag. Educação Infantil,2
3,Ag. Operador De Transito,2
3,Ag. Portaria,2
3,Agente Adm.,2
3,Agente Administrativa,2
3,Agente Auxiliar De Adm.,2
3,Agente Auxiliar De Creche,2
3,Agente Comunitaria Nivel Ii,2
3,Agente Comunitario Nivel I (Qs,2
3,Agente Comunitário Nivel I,2
3,Agente De Comunicação,2
3,Agente De Documentaçao Medica,2
3,Agente De Ed. Infantil,2
3,Agente De Educaçao Infantil,2
3,Agente De Portaria (Sms),2
3,Agente De Saude,2
3,Agente Operador De Transito,2
3,Art De Alv. E Pintura,2
3,Art De Artes Graficas,2
3,Art De Cost E Confecção,2
3,Art De Cozinha (Sms),2
3,Art De Est De Obras De Metal,2
3,Art De Jard E Arboricultura,2
3,Art De Jardin E Arboricultura,2
3,Art De Servicos De Garagem,2
3,Art. De Alvarenga E Pintura,2
3,Art. De Cozinha (Sms),2
3,Art. De Inst. Hidraulicas,2
3,Art. De Pavimentacao E Pedreir,2
3,Art. De Serviços De Garagem,2
3,Assist.Ciencia Tec F.Ibge,2
3,Assistente Ii,2
3,Aux De Enfermagem 1° Grau,2
3,Aux De Enfermagem 2 º Grau,2
3,Aux De Serv De Saude,2
3,Aux. De Enfermagem - 2ª Grau,2
3,Aux. De Enfermagem 1° Grau,2
3,Aux. De Enfermagen,2
3,Aux. De Laboratorio,2
3,Aux. De Serv. De Saude,2
3,Aux. Operac.Serv.Diversos,2
3,Auxiliar De Controle De Endemi,2
3,Auxiliar De Emfermagem,2
3,Auxiliar De Laboratorio,2
3,Auxiliar Tec De Defesa Civil,2
3,1§ Sargento,1
3,2º Sargento Do Exc,1
3,3 Sargento,1
3,3º Sargento Bm,1
3,3º Sargento Pm,1
3,Adjunto De Gabinete,1
3,Administracao,1
3,Advogada,1
3,Ag Administrativo,1
3,Ag Administrativo Aposentado,1
3,Ag Aux Administração,1
3,Ag Aux. De Administração,1
3,Ag Auxiliar Administração,1
3,Ag Auxiliar De Administraçao,1
3,Ag Auxiliar De Creche,1
3,Ag Com,1
3,Ag Comunitário Nivel I,1
3,Ag De Administração/ Subgerent,1
3,Ag De Administração/Chefe Ii,1
3,Ag De Aducação Infantil,1
3,Ag De Comunicação,1
3,Ag De Defesa Civil,1
3,Ag De Doc.Médica,1
3,Ag De Documentação/Chefe Iii,1
3,Ag De Educação,1
3,Ag De Portaria ( Sms),1
3,Ag De Saude Publica,1
3,Ag De Vigilancia / Assessor Ii,1
3,Ag De Vigilancia / Assistente,1
3,Ag De Vigilancia/Assistente Ii,1
3,Ag Deadministração,1
3,Ag Defesa Civil / Subgerente I,1
3,Ag Documentação Medica,1
3,Ag Educador Ii,1
3,Ag Exe,1
3,Ag Operador De Transito,1
3,"Ag, De Educação Infantil",1
3,Ag. Aux De Administrativo,1
3,Ag. Aux. Adm,1
3,Ag. Aux. Administração,1
3,Ag. Aux. De Aadm.,1
3,Ag. Aux. De Administraçao,1
3,Ag. Auxiliar De Administraçao,1
3,Ag. Auxiliar De Administração,1
3,Ag. Comun.,1
3,Ag. Comun. Nivel I,1
3,Ag. Comun. Nivel Ii,1
3,Ag. Comunic.,1
3,Ag. Comunitaria Nivel I(Qs),1
3,Ag. Comunitario Nivel,1
3,Ag. Comunitario Nível Ii,1
3,Ag. Comunitário,1
3,Ag. Comunitário Nivel I,1
3,Ag. Comunitário Nivel Ii (Qs),1
3,Ag. De Adm,1
3,Ag. De Adm .,1
3,Ag. De Administracao,1
3,Ag. De Administração/Chefe I,1
3,Ag. De Administração/Chefe Ii,1
3,Ag. De Administração/Secret.I,1
3,Ag. De Adminsitração,1
3,Ag. De Adminstração,1
3,Ag. De Comun.,1
3,Ag. De Comunicação,1
3,Ag. De Defesa Civil,1
3,Ag. De Doc. Medica/Chefe Ii,1
3,Ag. De Doc. Medico,1
3,Ag. De Documentação Medica,1
3,Ag. De Documento Medico,1
3,Ag. De Educação Inaftil,1
3,Ag. De Escritorio,1
3,Ag. De Pag. Pessoal 1,1
3,Ag. De Portaria (Sms) / Aux. D,1
3,Ag. De Saude Publica,1
3,Ag. De Saúde Publica,1
3,Ag. De Saúde Pública,1
3,Ag. De Trabalhos De Engenharia,1
3,Ag. De Vigiliança,1
3,Ag. Documentaçao Medica,1
3,Ag. Documentação Medica,1
3,Ag. Educador Ii,1
3,Ag. Executivo,1
3,Ag. Material,1
3,Ag. Pag// De Pessoal 1,1
3,Ag. Planejamento 2,1
3,Ag.Adm.,1
3,Ag.Admin,1
3,Ag.Aux.Adiministrativo,1
3,Ag.Aux.Adm.,1
3,Ag.Comunit.Nivel Ii/Assist Ii,1
3,Ag.Comunitario Nivel Ii,1
3,Ag.Creche,1
3,Ag.De Administração,1
3,Ag.De Documentação Medica,1
3,Ag.De Portaria,1
3,Ag.Vig.,1
3,Ag.Vigilante,1
3,Age Comunitario Nivel Ii,1
3,Agen. Administrativo,1
3,Agende Vigilancia,1
3,Agent De Administração,1
3,Agente Adm Universitário,1
3,Agente Adm/,1
3,Agente Administracao,1
3,Agente Administrativo I,1
3,Agente Administração,1
3,Agente Admonistrativo,1
3,Agente Aux. De Adm,1
3,Agente Auxi. De Administração,1
3,Agente Auxiliar Administrativo,1
3,Agente Comunitaria Nivel I (Qs,1
3,Agente Comunitario Nivel I(Qs),1
3,Agente Comunitario Niveli {Qs},1
3,Agente Comunitário - Nivel Ii,1
3,Agente Comunitário Ii,1
3,Agente Da Portaria,1
3,Agente De Adm Previdenciária,1
3,Agente De Administração/Assist,1
3,Agente De Administração/Chefe,1
3,Agente De Administrção,1
3,Agente De Adminstração,1
3,Agente De Comunitario Nivel I,1
3,Agente De Documentação Médica,1
3,Agente De Documento Medica,1
3,Agente De Educ. Infantil,1
3,Agente De Educacao Infantil,1
3,Agente De Escritorio,1
3,Agente De Escritório,1
3,Agente De Portaria ( Sms),1
3,Agente De Portaria Da Procura,1
3,Agente De Portaria Da Procurad,1
3,Agente De Portaria(Sms),1
3,Agente De Portaria/Chefe I,1
3,Agente De Saude Publica,1
3,Agente De Seguranca,1
3,Agente De Transporte,1
3,Agente De Vigiag De Vigilancia,1
3,Agente De Vigilancia (Qs),1
3,Agente De Vigilancia (Sms),1
3,Agente De Vigilante,1
3,Agente De Vigiliancia,1
3,Agente De Vigilância (Sms),1
3,Agente Defesa Civil,1
3,Agente Educador,1
3,Agente Educadora Ii,1
3,Agente Educação,1
3,Agente Executivo Iii,1
3,Agente Vig.,1
3,Agente Vigilancia,1
3,Agente. De Vig.,1
3,Agnte Administrativo,1
3,Agt. Adm.,1
3,Aj De Eletricista,1
3,Ajudante De Almoxarifado,1
3,Ajudante Geral,1
3,Ajudante I,1
3,Anistiado,1
3,Aponsentado,1
3,Armazenista,1
3,Arquiteto,1
3,Arquiteto\Assistente I,1
3,Art .De Instalaçoes Hidraulica,1
3,Art De Alv En.Epintura,1
3,Art De Alvenaria Pintura,1
3,Art De Auvenaria E Pintura,1
3,Art De Eletrecidade,1
3,Art De Eletricidade,1
3,Art De Grafica,1
3,Art De Inst Hidraulicas,1
3,Art De Instacoes Hidraulica,1
3,Art De Instalacoes Hidraulicas,1
3,Art De Instalação Hidraulica(S,1
3,Art De Pav E Pedeira,1
3,Art De Pav E Pintura,1
3,Art De Pav. E Pedreira,1
3,Art De Pavimentacao E Pedreir,1
3,Art De Pavimentacao E Pedreira,1
3,Art De Pavimentação E Pedreiro,1
3,Art De Tratamento De Aguas,1
3,Art De Usina,1
3,Art De Usina / Subgerente Iv,1
3,Art Pav E Pedreira,1
3,Art. Alvenaria E Pint.,1
3,Art. De Alv. E Pint.,1
3,Art. De Artes Graficas,1
3,Art. De Barb E Cabeleireiro(Sm,1
3,Art. De Barb. E Cabel.,1
3,Art. De Carp. E Marcenaria,1
3,Art. De Carp. Marcenaria,1
3,Art. De Carpint E Marcenaria,1
3,Art. De Carpint. E Marcenaria,1
3,Art. De Cos. E Confecção,1
3,Art. De Cost. E Confeccao,1
3,Art. De Est De Obras De Metal,1
3,Art. De Est.De Ob. Metalurgia,1
3,Art. De Inst. Hidraulicas/Chef,1
3,Art. De Instalações Hidraulica,1
3,Art. De Jardim,1
3,Art. De Obras,1
3,Art. De Pav. E Pedeira,1
3,Art. De Pav. E Pederira,1
3,Art. De Pavimentaçao E Pedreir,1
3,Art. De Servços De Garagem,1
3,Art. De Usina,1
3,Art. Estrut. De Obras De Met.,1
3,Art. Jardin E Arboricultura,1
3,Art.Alvenaria E Pintura,1
3,Art.De Alv.E Pintura,1
3,Art.De Alvenaria,1
3,Art.De Cozinha,1
3,Art.De Est De Obras De Metal,1
3,Art.De Jardin,1
3,Art.De Jardin E Arboricultura,1
3,Art.De Pav.E Pedreira/Subgeren,1
3,Art.De Pavimentação,1
3,Art.Estr.De Obras Metalurgia,1
3,Art.Pav E Pedreira,1
3,Art.Pav.E Pedreira,1
3,Art.Pavimento E Pedreira,1
3,Arte De Alvenaria,1
3,Artifice De Mecanica,1
3,Artifice L Sju,1
3,Ascensorista (Sms),1
3,Ascensorista/Assistente Ii,1
3,Ass Ciencia E Tecnologia,1
3,Ass De Gabinete,1
3,Ass. Adm.,1
3,Ass. Administracao,1
3,Ass. Tec. Parlamentar,1
3,Ass.Admin.,1
3,Ass.Administracao,1
3,Ass.Ciencia E Tec. Ii,1
3,Asse. Esp. De T. Parlam.,1
3,Assessor Adjunto,1
3,Assis.Legislativo Aposen.,1
3,Assist Administrativo,1
3,Assist. Adm,1
3,Assist. Social,1
3,Assistente,1
3,Assistente Administrativo,1
3,Assistente I,1
3,Assistente Legislativo,1
3,Assistente Tecnica,1
3,Assistente Tecnico,1
3,Assit Adm,1
3,Assit. Adm.,1
3,Asst Admin,1
3,Asst Tec,1
3,Atendente Ao Público,1
3,Atendente De Consultorio Denta,1
3,Atr De Jardim E Arboricultura,1
3,Auix De Enfermagem,1
3,Auux. De Enfermagem,1
3,Aux De Creche,1
3,Aux De E Enfermagem,1
3,Aux De Enf. 2º Grau / Chefe Ii,1
3,Aux De Enfemagem 2ª Grau,1
3,Aux De Enfermagem - 1° Grau,1
3,Aux De Enfermagem - 2ª Grau,1
3,Aux De Enfermagem - 2° Grau,1
3,Aux De Enfermagem 1ª Grau,1
3,Aux De Enfermagem 2 Grau,1
3,Aux De Enfermagem 2° Garu,1
3,Aux De Enfermagem 2º Grau/Chef,1
3,Aux De Enfermagem Ii,1
3,Aux De Enfermagem Inativa,1
3,Aux De Enfermagem I° Grau,1
3,Aux De Enfermagem2º Grau,1
3,Aux De Enfermgem 1º Grau,1
3,Aux De Imob.Em Ortopedia,1
3,Aux De Imobilização Em Ortoped,1
3,Aux De Laboratorio,1
3,Aux De Laboratório,1
3,Aux De Procuradoria,1
3,Aux De Serv De Apoio,1
3,Aux De Serv De Saúde,1
3,Aux De Serv.De Veterinaria,1
3,Aux De Servicos De Saude,1
3,Aux De Servicos Gerais,1
3,Aux De Serviço De Saúde,1
3,Aux De Serviços De Saude,1
3,Aux De Serviços De Veterinario,1
3,Aux De Serviços Gerais (Qs),1
3,Aux De Serviços Veterinario,1
3,Aux Deadministração,1
3,Aux Deenfermagem 2º Grau,1
3,Aux Enfermagem,1
3,Aux Enfermagem 2 ° Grau,1
3,Aux Enfermagem 2º Grau,1
3,Aux Enfermagem Inativo,1
3,Aux Imobilização Ortopédica,1
3,Aux. Administrativo A,1
3,Aux. Adminitrativo,1
3,Aux. De Enf,1
3,Aux. De Enf..,1
3,Aux. De Enfemagem-2 Grau,1
3,Aux. De Enfermagem - 1ª Grau,1
3,Aux. De Enfermagem - 1º Grau,1
3,Aux. De Enfermagem - 2 Grau,1
3,Aux. De Enfermagem - 2. Grau,1
3,Aux. De Enfermagem 2 Grau,1
3,Aux. De Enfermagem 2. Grau,1
3,Aux. De Enfermagem 2ª Grau,1
3,Aux. De Enfermagem 2° Grau,1
3,Aux. De Enfermagem I,1
3,Aux. De Enfermagem Serv. De Ap,1
3,Aux. De Enfermagem- 2º Grau,1
3,Aux. De Enfermagem-2. Grau,1
3,Aux. De Enfermagem-2º Grau,1
3,Aux. De Escritorio,1
3,Aux. De Imobilização Em Ortope,1
3,Aux. De Procuradoria,1
3,Aux. De Saúde,1
3,Aux. De Ser Gerais,1
3,Aux. De Ser. Gerais,1
3,Aux. De Serv. De Veterinaria,1
3,Aux. De Serv. Hospitalares,1
3,Aux. De Serv. Saúde,1
3,Aux. Enferm,1
3,Aux. Enferm.,1
3,Aux. Enferm. 2 Grau,1
3,Aux. Enfermagem,1
3,Aux. Enfermagem 2º Grau,1
3,Aux. Enfermargem,1
3,Aux. Imobilizaçao Em Ortopedia,1
3,Aux. Oper. Serv. Div.,1
3,Aux. Operac. Serv. Divs,1
3,Aux. Operac.Serv. Div.,1
3,Aux. Tec De Defesa Civil/ Dire,1
3,Aux.. De Enfermagem,1
3,Aux.De Enfermagem - 2º Grau,1
3,Aux.De Enfermagem 2° Grau,1
3,Aux.De Enfermagem I,1
3,Aux.De Imob.Em Ortopedia,1
3,Aux.De Ser. De Saúde,1
3,Aux.De Serviço De Saude,1
3,Aux.Op.Serv. Diversos,1
3,Aux.Operac Serv.Diversos,1
3,Aux.Operac. Serv.Diversos,1
3,"Auxi, De Enfermagem",1
3,Auxi. De Enf.,1
3,Auxi.De Imob. Em Ortopedia,1
3,Auxiliar ( Dec 14174/95),1
3,Auxiliar (Dec 14174/95),1
3,Auxiliar De Controles De Endem,1
3,Auxiliar De Enfermagem ( Enq.,1
3,Auxiliar De Enfermagem (Enq. F,1
3,Auxiliar De Enfermagem - 2° G,1
3,Auxiliar De Enfermagem - 2° Gr,1
3,Auxiliar De Enfermagem -1ª Gra,1
3,Auxiliar De Enfermagem 1° Grau,1
3,Auxiliar De Enfermagem 1º Grau,1
3,Auxiliar De Enfermagem 2ª Grau,1
3,Auxiliar De Enfermagem- 2.Grau,1
3,Auxiliar De Enfermagem- 2ª Gra,1
3,Auxiliar De Enfermagem-2º Grau,1
3,Auxiliar De Enfremagem-2ºgrau,1
3,Auxiliar De Laboratório,1
3,Auxiliar De Servicos De Saude,1
3,Auxiliar De Serviço De Apoio,1
3,Auxiliar De Serviço De Saude,1
3,Auxiliar De Serviço De Saúde,1
3,Auxiliar De Serviços De Saude,1
3,Bibliotecaria,1
3,Bibliotecario Diretor Ii,1
3,Borracheiro,1
3,Cabo Bm 000/91,1
3,Copeiro,1
